molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism,pIC50
CHEMBL196981,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccc(C(F)(F)F)c2)cc1,IC50,230.0,nM,B,Homo sapiens,Homo sapiens,6.638
CHEMBL365330,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(Cl)c(C(F)(F)F)c2)cc1,IC50,120.0,nM,B,Homo sapiens,Homo sapiens,6.921
CHEMBL496042,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,154.0,nM,B,Homo sapiens,Homo sapiens,6.812
CHEMBL306275,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)/C(=C/c1ccccc1)CC(=O)N1CCOCC1,IC50,0.79,nM,B,Homo sapiens,Homo sapiens,9.102
CHEMBL3633123,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)N[C@H](C)c2ccc(Cl)cc2)C(C)C)C(C)C)ccc1OC.Cl,IC50,30.0,nM,B,Homo sapiens,Homo sapiens,7.523
CHEMBL3633308,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(CN(C(C)C)C(C)C)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.7,nM,B,Homo sapiens,Homo sapiens,8.569
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens,9.328
CHEMBL442105,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)C(C(=O)COc1ccccc1)C(O)C(=O)O)C(C)C,IC50,3.6,nM,B,Homo sapiens,Homo sapiens,8.444
CHEMBL1270469,Cc1c(F)cccc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,IC50,11.0,nM,B,Homo sapiens,Homo sapiens,7.959
CHEMBL3144413,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,100.0,nM,B,Homo sapiens,Homo sapiens,7.0
CHEMBL1796066,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc2n1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL377531,COCCCN1CCCc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,IC50,3.2,nM,B,Homo sapiens,Homo sapiens,8.495
CHEMBL204741,CCC(=O)OCCN1CCCc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,IC50,9.0,nM,B,Homo sapiens,Homo sapiens,8.046
CHEMBL382026,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCOC(C)=O)CCC3)cc1,IC50,0.42,nM,B,Homo sapiens,Homo sapiens,9.377
CHEMBL2322206,COCCCCC1(CNC(=O)[C@H]2CNC[C@@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,IC50,500.0,nM,B,Homo sapiens,Homo sapiens,6.301
CHEMBL1276497,COc1cccc(OCCCc2cccnc2)c1C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CC(C)C,IC50,39.0,nM,B,Homo sapiens,Homo sapiens,7.409
CHEMBL1257824,COCCOc1ccccc1-c1ccc(C(CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1,IC50,7.41,nM,B,Homo sapiens,Homo sapiens,8.13
CHEMBL1271185,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCCC1,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL1271285,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccccc2n1C1CCOCC1,IC50,752.0,nM,B,Homo sapiens,Homo sapiens,6.124
CHEMBL1269963,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(C(N)=O)ccc2n1-c1ccccc1,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL1270277,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2ccc(O)cc2n1-c1ccccc1,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL2115366,CC(C)Cc1nc(-c2ccccc2)cn2c([C@@H](Cc3cccnc3)C(=O)N[C@H](CC3CCCCC3)C(N)CC(=O)NC(CC(C)C)C(=O)NCc3ccccn3)nnc12,IC50,120.0,nM,B,Homo sapiens,Homo sapiens,6.921
CHEMBL1092187,COCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.19,nM,B,Homo sapiens,Homo sapiens,9.721
CHEMBL372416,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCCO)CCC3)cc1,IC50,37.0,nM,B,Homo sapiens,Homo sapiens,7.432
CHEMBL382030,COCCCN1C(=O)COc2ccc(OC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,IC50,0.68,nM,B,Homo sapiens,Homo sapiens,9.167
CHEMBL380866,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCN2CCCC2=O)CCC3)cc1,IC50,606.0,nM,B,Homo sapiens,Homo sapiens,6.218
CHEMBL2017101,CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,IC50,0.36,nM,B,Homo sapiens,Homo sapiens,9.444
CHEMBL556165,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCOCC)c1)C(C)C.Cl,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL557977,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCc2ccccn2)C(C)C)ccc1OC.Cl,IC50,14.0,nM,B,Homo sapiens,Homo sapiens,7.854
CHEMBL537667,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC(N)=O)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL557016,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCCOC(C)=O)C(C)C)ccc1OC.Cl,IC50,36.0,nM,B,Homo sapiens,Homo sapiens,7.444
CHEMBL205345,COCCCN1C(=O)COc2ccc(SC[C@H]3CNCC(=O)N3c3ccc(OCCCOCc4ccccc4OC)cc3)cc21,IC50,0.18,nM,B,Homo sapiens,Homo sapiens,9.745
CHEMBL382144,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCC(=O)O)CCC3)cc1,IC50,450.0,nM,B,Homo sapiens,Homo sapiens,6.347
CHEMBL3318941,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCCCOC)c(C(C)C)cn2)C2CC2)C1.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL3318944,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)C1.Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL390196,COC[C@@H](O)CO[C@@H]1CNC[C@H](OCc2cc(OC)c3ccccc3c2)[C@H]1c1ccc(OCCCOCc2ccccc2OC)cc1,IC50,8.9,nM,B,Homo sapiens,Homo sapiens,8.051
CHEMBL2322204,Cc1ccc(S(=O)(=O)N[C@H]2CNC[C@@H](C(=O)NCC(c3ccccc3)c3ccccc3)C2)cc1,IC50,500.0,nM,B,Homo sapiens,Homo sapiens,6.301
CHEMBL2322207,COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL377512,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CCN(C)C(C)=O)CCC3)cc1,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL1910308,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ncco2)c2cccc(F)c12)C1CC1,IC50,0.06,nM,B,Homo sapiens,Homo sapiens,10.222
CHEMBL1910317,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccc(OC(F)F)c2)c2cccc(F)c12)C1CC1,IC50,0.1,nM,B,Homo sapiens,Homo sapiens,10.0
CHEMBL2021411,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)COc1ccccc1)C(O)C(=O)[O-])C(C)C.[Na+],IC50,2.2,nM,B,Homo sapiens,Homo sapiens,8.658
CHEMBL1783186,CCCCNC(=O)C(C)CC(O)C(N)CC(CNC(=O)c1cccc(OCCCOC)c1)C(C)C,IC50,0.9,nM,B,Homo sapiens,Homo sapiens,9.046
CHEMBL1824627,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,IC50,159.0,nM,B,Homo sapiens,Homo sapiens,6.799
CHEMBL1824648,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1C1CCCCC1,IC50,116.0,nM,B,Homo sapiens,Homo sapiens,6.936
CHEMBL315673,CC(C)CCNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CN[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C1=O,IC50,750.0,nM,B,Homo sapiens,Homo sapiens,6.125
