molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism,pIC50
CHEMBL591813,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNS(N)(=O)=O)c2cccc(Cl)c2)C1,IC50,297.0,nM,B,Homo sapiens,Homo sapiens,6.527
CHEMBL592762,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,IC50,0.59,nM,B,Homo sapiens,Homo sapiens,9.229
CHEMBL591105,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,7.7,nM,B,Homo sapiens,Homo sapiens,8.114
CHEMBL74875,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)N1CCOCC1,IC50,140.0,nM,B,Homo sapiens,Homo sapiens,6.854
CHEMBL1957791,CCC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,IC50,8.0,nM,B,Homo sapiens,Homo sapiens,8.097
CHEMBL559358,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL536992,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL556765,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCCN2CCOCC2)C(C)C)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL536084,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCC(N)=O)C(C)C)C(C)C)ccc1OC.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL1957677,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2cccnc2)c(Cl)c1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL241663,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCC(F)(F)F)C(=O)[C@](C)(c1cc(F)cc(F)c1)O2,IC50,48.0,nM,B,Homo sapiens,Homo sapiens,7.319
CHEMBL24423,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CCN1C(=O)CSc2ncccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL496430,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens,9.328
CHEMBL591579,CCOC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,170.0,nM,B,Homo sapiens,Homo sapiens,6.77
CHEMBL3915443,COc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccccc12,IC50,31.0,nM,B,Homo sapiens,Homo sapiens,7.509
CHEMBL4113985,COCCCn1cc(C)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,1.0,nM,B,Homo sapiens,Homo sapiens,9.0
CHEMBL4106519,COCCCOc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccoc12,IC50,2.4,nM,B,Homo sapiens,Homo sapiens,8.62
CHEMBL4113204,COCCCn1nc(F)c2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,4.0,nM,B,Homo sapiens,Homo sapiens,8.398
CHEMBL4110551,COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL3962635,COC(=O)NCCCn1nc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,IC50,3.7,nM,B,Homo sapiens,Homo sapiens,8.432
CHEMBL4109316,CCc1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc(CCCNC(=O)OC)n1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL2204017,CC(C)C[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL3545059,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,IC50,1.5,nM,B,Homo sapiens,Homo sapiens,8.824
CHEMBL299870,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,76.0,nM,B,Homo sapiens,Homo sapiens,7.119
CHEMBL381076,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COc2ccc3c(c2)N(CC(=O)O)C(=O)CO3)cc1,IC50,364.0,nM,B,Homo sapiens,Homo sapiens,6.439
CHEMBL1092187,COCCc1ccc(Cl)c(CN(C(=O)C(CN)Cc2ccc(CCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,7.0,nM,B,Homo sapiens,Homo sapiens,8.155
CHEMBL240566,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(CC)O2,IC50,52.0,nM,B,Homo sapiens,Homo sapiens,7.284
CHEMBL382977,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,7.6,nM,B,Homo sapiens,Homo sapiens,8.119
CHEMBL591105,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.87,nM,B,Homo sapiens,Homo sapiens,9.06
CHEMBL590866,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2ccc(F)c(F)c2)C1,IC50,16.6,nM,B,Homo sapiens,Homo sapiens,7.78
CHEMBL429459,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,43.0,nM,B,Homo sapiens,Homo sapiens,7.367
CHEMBL1256491,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccccc4CCOC(N)=O)cc3C)cc2)c(Cl)c1,IC50,103.0,nM,B,Homo sapiens,Homo sapiens,6.987
CHEMBL1258394,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4ccnc(N)c4)cc3C)cc2)c(Cl)c1,IC50,228.0,nM,B,Homo sapiens,Homo sapiens,6.642
CHEMBL4113040,COCCCn1nc(C)c2ccc(C(C)N(C(=O)[C@H]3CNCCN3)C3CC3)cc21,IC50,78.0,nM,B,Homo sapiens,Homo sapiens,7.108
CHEMBL1276678,CN[C@H](CNC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1)C[C@H]1CCCOC1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens,9.301
CHEMBL1910292,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens,7.886
CHEMBL1910288,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(Cl)c2)C2CC2)cc(OCCOC)c1,IC50,960.0,nM,B,Homo sapiens,Homo sapiens,6.018
CHEMBL1910303,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CCC#N)c21,IC50,2.5,nM,B,Homo sapiens,Homo sapiens,8.602
CHEMBL1910309,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccon2)c2cccc(F)c12)C1CC1,IC50,5.2,nM,B,Homo sapiens,Homo sapiens,8.284
CHEMBL1910310,Cc1cc(Cn2cc(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)c3c(F)cccc32)no1,IC50,0.36,nM,B,Homo sapiens,Homo sapiens,9.444
CHEMBL1910321,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,IC50,3.4,nM,B,Homo sapiens,Homo sapiens,8.469
CHEMBL240391,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCNC(=O)CO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL393218,CCc1nc(N)nc(N)c1-c1ccc2c(c1)N(CCCO)C(=O)C(C)(c1cc(F)cc(F)c1)O2,IC50,890.0,nM,B,Homo sapiens,Homo sapiens,6.051
CHEMBL3142178,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,0.57,nM,B,Homo sapiens,Homo sapiens,9.244
CHEMBL1076463,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)CCNC2)C2CC2)c1C,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL3350345,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)C(CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL1076451,CC1(C)CNCC(C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)=C1c1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1,IC50,31.0,nM,B,Homo sapiens,Homo sapiens,7.509
CHEMBL1076462,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C[C@H]3CC[C@H]2N3)C2CC2)c1C,IC50,0.74,nM,B,Homo sapiens,Homo sapiens,9.131
CHEMBL1076446,COc1cccc(CN(C(=O)C2=C(c3ccc(CCCOc4c(F)ccc(F)c4Cl)cc3)C(C)(C)CNC2)C2CC2)c1C,IC50,170.0,nM,B,Homo sapiens,Homo sapiens,6.77
CHEMBL2024248,CNC[C@H](C[C@H]1CCCOC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.56,nM,B,Homo sapiens,Homo sapiens,9.252
CHEMBL3143474,CC(C)CCNC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C,IC50,0.41,nM,B,Homo sapiens,Homo sapiens,9.387
CHEMBL4128795,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(C)(C)O)C2)nc2ccccc21,IC50,0.72,nM,B,Homo sapiens,Homo sapiens,9.143
CHEMBL4130200,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,IC50,0.32,nM,B,Homo sapiens,Homo sapiens,9.495
CHEMBL4128438,COCCCCn1c(C(=O)N(CC(C)C)[C@H]2CCCNC2)nc2ccccc21,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL23793,CCC(C)CNC(=O)C[C@H](O)C(CC(C)C)NC(=O)C(CC#CCNC(C)=O)NC(=O)C(Cc1cccc2ccccc12)Cc1cccc2ccccc12,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL4126136,CCCCCNc1nc(C(C)(C)C)ncc1C(=O)N(CC(C)C)[C@@H]1CNC[C@H](C(=O)N2CCOCC2)C1,IC50,0.2,nM,B,Homo sapiens,Homo sapiens,9.699
CHEMBL4130109,COCCCCc1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)ncn1-c1ccccc1,IC50,0.83,nM,B,Homo sapiens,Homo sapiens,9.081
CHEMBL4126453,COCCCCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](C(=O)N3CCOCC3)C2)nnc1-c1ccccc1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens,8.854
CHEMBL3633112,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2ccc3ccccc3c2)C(C)C)C(C)C)ccc1OC.Cl,IC50,11.2,nM,B,Homo sapiens,Homo sapiens,7.951
CHEMBL3633127,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(C3CC3)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.6,nM,B,Homo sapiens,Homo sapiens,8.796
CHEMBL4126759,CCn1c(C(=O)N(CC(C)C)[C@@H]2CNC[C@H](CO)C2)nc2ccccc21,IC50,21.0,nM,B,Homo sapiens,Homo sapiens,7.678
CHEMBL3633108,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2cccc(Cl)c2)C(C)C)C(C)C)ccc1OC.Cl,IC50,9.8,nM,B,Homo sapiens,Homo sapiens,8.009
CHEMBL3633122,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCCc2ccccn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,2.6,nM,B,Homo sapiens,Homo sapiens,8.585
CHEMBL28050,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@@H](CC(=O)O)NC(=O)COc1ccccc1)C(C)C,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL3937249,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2onc(C)c12,IC50,200.0,nM,B,Homo sapiens,Homo sapiens,6.699
CHEMBL4111407,COCCCCn1cc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2c(F)ccnc21,IC50,3.7,nM,B,Homo sapiens,Homo sapiens,8.432
CHEMBL3949099,COCCCOc1cc([C@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)cc2ccoc12,IC50,89.0,nM,B,Homo sapiens,Homo sapiens,7.051
CHEMBL4112545,COCCCn1ncc2ccc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,IC50,3.2,nM,B,Homo sapiens,Homo sapiens,8.495
CHEMBL1795908,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cccc(Cl)c2Cl)C2CC2)cc1=O,IC50,20.0,nM,B,Homo sapiens,Homo sapiens,7.699
CHEMBL1796075,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.48,nM,B,Homo sapiens,Homo sapiens,9.319
CHEMBL1795913,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,IC50,4.9,nM,B,Homo sapiens,Homo sapiens,8.31
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL2016935,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Br)no1,IC50,402.0,nM,B,Homo sapiens,Homo sapiens,6.396
CHEMBL2017105,CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,IC50,166.0,nM,B,Homo sapiens,Homo sapiens,6.78
CHEMBL2017100,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc3ccccc23)c1Br,IC50,4.7,nM,B,Homo sapiens,Homo sapiens,8.328
CHEMBL1910321,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2cccnc2)c2cccc(F)c12)C1CC1,IC50,0.1,nM,B,Homo sapiens,Homo sapiens,10.0
CHEMBL1910304,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CS(C)(=O)=O)c21,IC50,2.7,nM,B,Homo sapiens,Homo sapiens,8.569
CHEMBL1910320,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ccc(F)c(F)c2)c2cccc(F)c12)C1CC1,IC50,12.0,nM,B,Homo sapiens,Homo sapiens,7.921
CHEMBL26486,CC[C@@H](C)CNC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)C(C(=O)Cc1ccccc1)C(O)C(=O)O)C(C)C,IC50,6.0,nM,B,Homo sapiens,Homo sapiens,8.222
CHEMBL352523,COC(=O)C(O)[C@H](CC1CCCCC1)NC(=O)C(CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,8.0,nM,B,Homo sapiens,Homo sapiens,8.097
CHEMBL286886,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,12.0,nM,B,Homo sapiens,Homo sapiens,7.921
CHEMBL74362,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN)C(C)C)nnc12,IC50,78.0,nM,B,Homo sapiens,Homo sapiens,7.108
CHEMBL306338,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](CC(=O)N1CCOCC1)Cc1ccccc1,IC50,0.29,nM,B,Homo sapiens,Homo sapiens,9.538
CHEMBL1796074,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccc(F)c3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.63,nM,B,Homo sapiens,Homo sapiens,9.201
CHEMBL1796077,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccnc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.88,nM,B,Homo sapiens,Homo sapiens,9.056
CHEMBL1796072,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2c[nH]c3cccc(F)c23)C2CC2)cc1=O,IC50,8.4,nM,B,Homo sapiens,Homo sapiens,8.076
CHEMBL1796077,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccnc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens,8.699
CHEMBL1818069,CCc1cccc(-c2c(Cl)cccc2[C@](O)(CCCCOC)[C@H]2CN(C(=O)[C@@H]3C[C@H](O)[C@H](N)C3)CCO2)c1,IC50,1.1,nM,B,Homo sapiens,Homo sapiens,8.959
CHEMBL2204740,CC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL2322610,COCCCOc1cc(C(=O)N(CC2CNCC2Cc2ccccc2)C(C)C)ccc1OC.Cl,IC50,450.0,nM,B,Homo sapiens,Homo sapiens,6.347
CHEMBL284321,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCCn1ccnc1,IC50,37.0,nM,B,Homo sapiens,Homo sapiens,7.432
CHEMBL413031,CCCCNC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(Cc1cccnc1)c1nnc2c(CCC)nc(-c3cccnc3)cn12)C(C)C,IC50,0.2,nM,B,Homo sapiens,Homo sapiens,9.699
CHEMBL2322207,COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,IC50,25.0,nM,B,Homo sapiens,Homo sapiens,7.602
CHEMBL301528,CCS(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,140.0,nM,B,Homo sapiens,Homo sapiens,6.854
CHEMBL94731,NC1CCN(C(=O)O[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.37,nM,B,Homo sapiens,Homo sapiens,9.432
CHEMBL1957795,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c(C)c1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens,9.301
CHEMBL2387548,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1cccnc1.O=C(O)/C=C/C(=O)O,IC50,2.1,nM,B,Homo sapiens,Homo sapiens,8.678
CHEMBL2387451,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)O.O=C(O)/C=C/C(=O)O,IC50,2.4,nM,B,Homo sapiens,Homo sapiens,8.62
CHEMBL3143415,COP(=O)(O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,350.0,nM,B,Homo sapiens,Homo sapiens,6.456
CHEMBL405700,CCCc1nc(-c2cccnc2)cn2c(C(Cc3cccnc3)C(=O)NC(CC3CCCCC3)C(O)CC(C(=O)NCCN3CCNCC3)C(C)C)nnc12,IC50,0.6,nM,B,Homo sapiens,Homo sapiens,9.222
CHEMBL3318940,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc3c(cc2F)OC(C)(C)C(=O)N3CCCOC)C2CC2)C1.Cl,IC50,3.0,nM,B,Homo sapiens,Homo sapiens,8.523
CHEMBL2322611,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Cc2ccccc2)C(C)C)ccc1OC.Cl,IC50,170.0,nM,B,Homo sapiens,Homo sapiens,6.77
CHEMBL608264,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)C2CC2)c2cccc(Cl)c2)C1,IC50,79.0,nM,B,Homo sapiens,Homo sapiens,7.102
CHEMBL1076450,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C2(CC2)CNC1)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,34.0,nM,B,Homo sapiens,Homo sapiens,7.469
CHEMBL497821,CCOCCCO[C@@H](c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,40.0,nM,B,Homo sapiens,Homo sapiens,7.398
CHEMBL1761535,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC2(C(=O)O)CCCC2)c1,IC50,12.4,nM,B,Homo sapiens,Homo sapiens,7.907
CHEMBL1796073,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccccc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.02,nM,B,Homo sapiens,Homo sapiens,10.699
CHEMBL1818070,COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C(C)C)c1)[C@H]1CN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)CCO1,IC50,0.7,nM,B,Homo sapiens,Homo sapiens,9.155
CHEMBL94762,NC1CCN(C(=O)C[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.39,nM,B,Homo sapiens,Homo sapiens,9.409
CHEMBL38551,CCCc1nc(-c2cccnc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCC(C)CC)nnc12,IC50,1.7,nM,B,Homo sapiens,Homo sapiens,8.77
CHEMBL505635,Cc1cc(Cl)c(OCCOc2ncc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)[C@H]4CNC[C@@H](C3)N4)s2)c(Cl)c1,IC50,0.67,nM,B,Homo sapiens,Homo sapiens,9.174
CHEMBL452191,O=C(CO)N1CC2CC(c3ccc(CCCOc4c(F)ccc(F)c4F)cc3)=C(C(=O)N(Cc3ccccc3Cl)C3CC3)C(C1)N2,IC50,1.8,nM,B,Homo sapiens,Homo sapiens,8.745
CHEMBL500811,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@H]2CNC[C@@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,0.8,nM,B,Homo sapiens,Homo sapiens,9.097
CHEMBL509903,O=C(C1=C(c2ccc(CCCOc3c(F)ccc(F)c3Cl)cc2)C[C@@H]2CNC[C@H]1N2)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,0.4,nM,B,Homo sapiens,Homo sapiens,9.398
CHEMBL1270178,Cc1ccccc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens,7.678
CHEMBL1270275,Cc1cccc(Oc2c(C(=O)N3CCNCC3)c3ccccc3n2-c2ccccc2)c1,IC50,773.0,nM,B,Homo sapiens,Homo sapiens,6.112
CHEMBL1276277,COc1ccccc1COCCCOc1ccc(N2CCNC[C@@H]2COC2=CC3C(C=C2)CCCN3CCNC(C)=O)cc1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens,9.301
CHEMBL1230745,Cc1cc(Cl)c(OCCOc2ccc(C3=C(C(=O)N(Cc4cccc(C)c4C)C4CC4)[C@H]4CNC[C@@H](C3)N4)cc2)c(Cl)c1,IC50,0.2,nM,B,Homo sapiens,Homo sapiens,9.699
