molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism
CHEMBL1795906,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2cc(=O)n(C)c3ccccc23)C2CC2)cc(OCCOC)c1,IC50,13.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795909,COCCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795912,COCCc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,2.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322607,COCCCOc1cc(CN(CC2CNCC2Cc2ccccc2)C(C)C)ccc1OC.Cl,IC50,7700.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387570,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC12CC3CC(CC(O)(C3)C1)C2.O=C(O)/C=C/C(=O)O,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL94827,CN(CCN(C)C(=O)N1CCOCC1)C(=O)O[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,0.16,nM,B,Homo sapiens,Homo sapiens
CHEMBL561342,C#Cc1ccc(C(=O)N(C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC)C(C)C)cc1OCCCOC,IC50,14.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL566012,COc1ccc(C2(c3cccc(-c4cncnc4)c3)N=C(N)N(C)C2=O)cc1C,IC50,42300.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1271079,COCCCOc1ccccc1-n1c(Oc2ccccc2)c(C(=O)N2CCNCC2)c2ccccc21,IC50,175.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1271391,COc1ccc(-n2c(Cc3cccc(F)c3C)c(C(=O)N3CCNCC3)c3ccccc32)cn1,IC50,360.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3144410,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,3.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL159720,CC(C)CC(NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)N1CCOCC1)Cc1cccc2ccccc12)C(O)CC(=O)OC(C)C,IC50,180.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2028946,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)COP(=O)(O)O)C(C)C)C(=O)NCc1cccc[n+]1[O-],IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142177,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,190.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387573,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2Cl)CC1(C)C)C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2.O=C(O)/C=C/C(=O)O,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL589399,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(C)=O)c2cccc(Cl)c2)C1,IC50,16.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL591813,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNS(N)(=O)=O)c2cccc(Cl)c2)C1,IC50,46.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL592763,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.18,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143423,COP(=O)(C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)C)OC,IC50,47.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2419044,Cc1ccccc1N1CC(C)(C)N([C@H]2CNC[C@@H](C(=O)N[C@H](CC(C)C)c3ccc(F)cn3)C2)CC1=O.O=C(O)/C=C/C(=O)O,IC50,3.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL2204741,CCC[C@@H](NC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1)c1ccccc1.O=C(O)/C=C/C(=O)O,IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL196405,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccc(C#N)c2)cc1,IC50,1200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL195971,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)cc2Cl)cc1,IC50,410.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL196119,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccc(F)c(C)c2)cc1,IC50,270.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL539164,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccnc2)cc1,IC50,120.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL196890,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@H]2COCc2ccc(Cl)c(C(F)(F)F)c2)cc1,IC50,594.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795903,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)cc(OCCOC)c1,IC50,31.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401539,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)c2ccc3ccccc3c2)C(C)C)ccc1OC,IC50,55.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400459,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)CC2CCOCC2)C(C)C)ccc1OC,IC50,65.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1276281,CCc1nc(N)nc(NCCc2ccccc2NC(=O)c2ccc(N)c(OC)c2)c1-c1ccc2c(c1)N(CCCOC)C(=O)C(C)(C)O2,Kd,270.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142179,CC[C@H](C)[C@H](NC(=O)C(F)(F)[C@@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,730.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923106,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@]23OCc2ccccc23)C2CC2)cc(OCCOC)c1,IC50,150.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923113,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,0.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923117,Cc1c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)cccc1C(F)(F)F,IC50,0.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923123,O=C([C@H]1CNCC[C@@]12OCc1cc(F)c(F)cc12)N(Cc1nccc2ccccc12)C1CC1,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923129,COCCCc1cc(CCCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957792,COC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,IC50,3.52,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143481,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CC[C@H](N)C(=O)O)C(C)C)C(=O)NCc1cccc[n+]1[O-],IC50,0.32,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048572,COc1cccc(N2CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC2=O)c1.O=C(O)/C=C/C(=O)O,IC50,4.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL290732,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCN1CCOCC1,IC50,170.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL24571,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCc1cccnc1,IC50,34.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910287,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(OC)c2)C2CC2)cc(OCCOC)c1,IC50,139.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910300,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,IC50,0.07,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910294,COCCCc1cc(CN(C(=O)C2CNCCC2(O)c2ccc(F)c(F)c2)C2CC2)cc(OCCOC)c1,IC50,6.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400456,CCCS(=O)(=O)N[C@@H]1CNC[C@H]1CN(C(=O)c1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,25.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400447,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)Oc2ccccc2)C(C)C)ccc1OC,IC50,150.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400440,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)C2CCOCC2)C(C)C)ccc1OC,IC50,2250.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400437,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2Nc2ccc3nc[nH]c3c2)C(C)C)ccc1OC,IC50,145.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401537,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)c2ccc(Oc3ccccc3)cc2)C(C)C)ccc1OC,IC50,880.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401541,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NS(=O)(=O)Cc2ccccc2)C(C)C)ccc1OC,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910288,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(Cl)c2)C2CC2)cc(OCCOC)c1,IC50,54.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910308,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cn(Cc2ncco2)c2cccc(F)c12)C1CC1,IC50,0.57,nM,B,Homo sapiens,Homo sapiens
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910287,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2cccc(OC)c2)C2CC2)cc(OCCOC)c1,IC50,467.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910295,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1cccc(Cl)c1Cl)C1CC1,IC50,1.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910303,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CCC#N)c21,IC50,0.26,nM,B,Homo sapiens,Homo sapiens
CHEMBL1909649,CON(C)C(=O)Cn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,IC50,7.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923127,COCCCc1cc(CCCN2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923130,COCCCc1cc(CCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1923132,COCCCc1cc(CCC(=O)N2CCOCC2)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,IC50,0.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633310,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cn2cc(CN3CCOCC3)nn2)C(C)C)C(C)C)ccc1OC.Cl,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387564,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC1(CO)CCCC1.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL3633105,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)Cc2cccc(F)c2)C(C)C)C(C)C)ccc1OC.Cl,IC50,9.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL576258,NC1=N[C@](c2ccc(OC(F)(F)F)cc2)(c2cccc(-c3cccnc3F)c2)C2=NCCCN12,IC50,20800.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL496808,COCCCC[C@@](O)(c1ccccc1)[C@@H]1CCCN(C(=O)N[C@H](CN)CC2CCCCC2)C1,IC50,21.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL288275,CC(C)CCNC(=O)C(F)(F)C(=O)C(CC1CCCCC1)NC(=O)Cc1nnc2c(CC(C)C)nc(-c3ccccc3)cn12,IC50,38.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL291217,CC(C)CC[S+]([O-])CC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,5200.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL294999,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,20.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL299870,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,850.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL382977,CC(C)S(=O)(=O)CC[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,27.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387448,C[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761673,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OC[C@H]2C[C@@H]2C(=O)NS(C)(=O)=O)c1,IC50,0.01,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761518,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC#N)CC2)c1,IC50,10.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761523,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)O)c1,IC50,10.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761530,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC2(CC(=O)O)CC2)c1,IC50,5.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796064,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)cc(-c2ccccc2)c1,IC50,81.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1783183,CNCC(CC1CCCCC1)NC(=O)N1CCCC(C(O)(CCCCOC)c2cccc(Cl)c2)C1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796065,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc2c1,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796075,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3ccc(F)cc3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.05,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400435,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC,IC50,65.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387559,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ncc(F)cc1F.O=C(O)/C=C/C(=O)O,IC50,1.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387553,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(C)cc1.O=C(O)/C=C/C(=O)O,IC50,3.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387549,Cc1ccc(F)cc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)Nc2cccnc2)C(C)C)CC1=O.O=C(O)/C=C/C(=O)O,IC50,2.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387543,Cc1ccc(F)cc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(=O)O)C(C)C)CC1=O.O=C(O)CCC(=O)O,IC50,16.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387446,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143477,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])C(C)C)C(=O)NCc1ccccn1.[Na+],IC50,0.66,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318946,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)[C@@H]1O.Cl,IC50,2.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL298867,CC(C)CCC(O)CC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,IC50,3800.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL537446,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@@H](C)C(=O)NCCCC#N)C(C)C)ccc1OC.Cl,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796060,COCCNc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,7.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957676,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c(Cl)c1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957796,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OC(=O)c2cc(F)c(F)cc23)c(C)c1,IC50,0.14,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957790,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,IC50,3.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1825187,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cc3ccccc3)c2n1-c1ccccc1,IC50,3.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824930,Cc1c(F)cccc1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,57.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824937,Cc1cccc(C)c1Sc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,61.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1825187,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2ccnc(Cc3ccccc3)c2n1-c1ccccc1,IC50,226.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824631,CCc1ccnc2c1c(C(=O)N1CCNCC1)c(Oc1cc(F)ccc1C)n2-c1ccccc1,IC50,1230.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824932,O=C(c1c(Oc2cc(F)ccc2Cl)n(-c2ccccc2)c2cccnc12)N1CCNCC1,IC50,55.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824942,Cc1cc(F)cc(C)c1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,246.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796065,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc2c1,IC50,0.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824899,COc1cc2c(cn1)c(C(=O)N1CCN[C@@H](C)C1)c(Cc1cccc(F)c1C)n2C1CCCCC1,IC50,320.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1795913,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cc(CCCC#N)cc(Cl)c2Cl)C2CC2)cc1=O,IC50,10.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796060,COCCNc1cc(Cl)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c1,IC50,26.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796068,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)C2CC2)c2ccccc21,IC50,2.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1796074,Cn1ccc([C@H]2CCNC[C@@H]2C(=O)N(Cc2cn(Cc3cccc(F)c3)c3cccc(F)c23)C2CC2)cc1=O,IC50,0.06,nM,B,Homo sapiens,Homo sapiens
CHEMBL1270072,COc1ccccc1Oc1c(C(=O)N2CCNCC2)c2ccccc2n1-c1ccccc1,IC50,680.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1270771,O=C(c1c(Oc2ccccc2)n(-c2ccccc2)c2ccccc12)N1CCNCC1Cc1ccccc1,IC50,4500.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL53139,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818055,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,INH,12.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818050,COCCCC[C@@](O)(c1ccccc1-c1ccccc1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,37.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824627,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,IC50,95.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824639,Cc1c(F)cc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,IC50,650.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824636,Cc1ccccc1Oc1c(C(=O)N2CCNCC2)c2cnccc2n1-c1ccccc1,IC50,847.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3318956,CCOC[C@@H](CC(C)C)NC(=O)[C@@H]1CNC[C@H](C(=O)N(c2cc(OCC)c(CC)cn2)C2CC2)[C@@H]1O,IC50,0.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824946,Cc1cccc(C)c1Oc1c(C(=O)N2CCN[C@@H](C)C2)c2ncccc2n1-c1ccccc1,IC50,60.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824951,CC[C@H]1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,IC50,455.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824628,COc1cnc2c(c1)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,IC50,4670.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824962,CCOc1cnc2c(C(=O)N3CCNCC3)c(Oc3c(C)cccc3C)n(-c3ccccc3)c2c1,IC50,80.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957677,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2cccnc2)c(Cl)c1,IC50,3.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142169,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,0.52,nM,B,Homo sapiens,Homo sapiens
