molecule_chembl_id,Smiles,standard_type,standard_value,standard_units,assay_type,assay_organism,target_organism
CHEMBL352480,CC(C)CC(NC(=O)[C@H](Cc1ccccc1)N1Cc2ccccc2C1=O)C(=O)N[C@@H](CC1CCCCC1)C(O)C(=O)OC(C)C,IC50,36.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL347421,COC(=O)[C@@H](O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(CC(=O)NCCc1ccccc1)Cc1cccc2ccccc12,IC50,1300.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL93763,N[C@H]1CC[C@@H](C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CCc2ccccn2)CC1,IC50,0.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143480,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CC(C)(C)N)C(C)C)C(=O)NCc1ccccn1,IC50,0.29,nM,B,Homo sapiens,Homo sapiens
CHEMBL309345,COc1ccc(C[C@H](NC(=O)N2CCOCC2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@@H](CC2CCCCC2)[C@@H](O)[C@@H](O)CC(C)C)cc1,IC50,0.76,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818058,COCCCC[C@@](O)(c1cccc(Cl)c1-c1cccc(C)c1)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818049,COCCCC[C@@](O)(c1cccc(F)c1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)C1,IC50,1.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818066,COCCCC[C@@](O)(c1cccc(F)c1-c1cccc(C)c1)[C@H]1CN(C(=O)[C@@H]2C[C@H](O)[C@H](N)C2)CCO1,INH,17.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017103,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)on1,IC50,1333.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017104,CC(=O)NCCc1cc(F)ccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,IC50,0.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017106,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Cl,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL2016937,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Cl)no1,IC50,9500.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017110,CO[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1noc(-c2ccccc2CCNC(C)=O)c1Br,IC50,1.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL300036,CCOC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CCS(=O)(=O)C(C)C,IC50,23.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1818048,COCCCC[C@@](O)(c1ccccc1Oc1ccccc1C)[C@@H]1CCCN(C(=O)[C@H]2C[C@@H](N)[C@H](O)C2)C1,INH,233.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017101,CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400444,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(=O)Cc2ccccc2)C(C)C)ccc1OC,IC50,170.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400430,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCC2CCCC2)C(C)C)ccc1OC,IC50,850.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401343,CC(C)[C@]1(C)CC(=O)N(Cc2cccc(N3C[C@H](c4ccccc4)CC3=O)c2)C(=N)N1,Ki,420.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387572,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2Cl)CC1(C)C)C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2.O=C(O)/C=C/C(=O)O,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL3403995,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OC(=O)NCc2ccccc2)C(C)C)ccc1OC,IC50,30.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3403984,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OCc2cccc(OC)c2)C(C)C)ccc1OC,IC50,250.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3403983,COCCCOc1cc(C(=O)N(C[C@H]2CNC[C@H]2OCc2ccccc2)C(C)C)ccc1OC,IC50,3150.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387567,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2.O=C(O)/C=C/C(=O)O,IC50,0.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387565,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC1(CO)CCCCC1.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387561,Cc1cccc(NC(=O)[C@@H](C[C@H](O)[C@@H](N)CN2CC(=O)N(c3ccccc3Cl)CC2(C)C)C(C)C)n1.O=C(O)/C=C/C(=O)O,IC50,5.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387554,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(OC)cc1.O=C(O)/C=C/C(=O)O,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387445,CC(C)NC(=O)[C@@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(C)C.O=C(O)/C=C/C(=O)O,IC50,2.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL3401342,CC(C)[C@]1(C)CC(=O)N(Cc2cccc(N3C[C@@H](c4ccccc4)CC3=O)c2)C(=N)N1,Ki,44.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387569,CC[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)N[C@H]1C2CC3CC1C[C@@](O)(C3)C2.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387568,C[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)N[C@H]1C2CC3CC1C[C@](O)(C3)C2.O=C(O)/C=C/C(=O)O,IC50,1.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387557,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(F)cn1.O=C(O)/C=C/C(=O)O,IC50,0.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387555,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)Nc1ccc(F)c(F)c1.O=C(O)/C=C/C(=O)O,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL2387452,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NCC(C)(C)CO.O=C(O)/C=C/C(=O)O,IC50,1.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017099,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2c(Cl)cccc2Cl)c1Br,IC50,3.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL1957676,CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c(Cl)c1,IC50,7.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017097,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc(Cl)c2Cl)c1Br,IC50,7.8,nM,B,Homo sapiens,Homo sapiens
CHEMBL2016936,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)no1,IC50,1213.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400433,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NC(C)c2ccccc2)C(C)C)ccc1OC,IC50,5850.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3400435,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2NCc2ccc3ccccc3c2)C(C)C)ccc1OC,IC50,75.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3403990,COCCCOc1cc(C(=O)N(C[C@@H]2CNC[C@H]2OCc2cccc(-c3ccccc3OC)c2)C(C)C)ccc1OC,IC50,65.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142193,CC[C@H](C)[C@H](NC(=O)C(F)(F)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC1N=CC=N1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL2028990,CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](Cc1ccccc1)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Ki,18.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3142188,CC[C@H](C)[C@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NCc1ccccn1,IC50,100.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017105,CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,IC50,331.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL436543,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CN1C(=O)CSc2ccncc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCn1ccnc1,IC50,38.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048560,COCCCOc1ccccc1C1CCN(CC(N)C(O)CC(C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1.O=C(O)/C=C/C(=O)O,IC50,370.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2046465,COCOc1ccccc1N1CC(C)(C)N(C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)CC1=O.O=C(O)/C=C/C(=O)O,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048579,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2Cl)CC1(C)C)C(=O)NCC(C)(C)C(N)=O.O=C(O)/C=C/C(=O)O,IC50,2.1,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048704,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2ccccc2Cl)CC1(C)C)C(=O)NC1CCCCC1.O=C(O)/C=C/C(=O)O,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2048707,CC(C)[C@H](C[C@H](O)[C@@H](N)CN1CC(=O)N(c2cc(F)ccc2Cl)CC1(C)C)C(=O)NC1CCCCC1.O=C(O)/C=C/C(=O)O,IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL2017107,CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)=O,IC50,2.82,nM,B,Homo sapiens,Homo sapiens
CHEMBL331466,C[C@H](NP(=O)(O)Oc1ccccc1)C(=O)N1CCC[C@H]1C(=O)O,Ki,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2024249,COCCCC[C@@](O)(c1cccc(Cl)c1F)[C@@H]1CCCN(C(=O)NC[C@@H](N)CC2CCCCC2)C1,IC50,0.27,nM,B,Homo sapiens,Homo sapiens
CHEMBL3143482,CC[C@H](C)[C@H](NC(=O)[C@@H](C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)CCCCCCC(=O)N(C)CCS(=O)(=O)[O-])C(C)C)C(=O)NCc1cccc[n+]1[O-].[Na+],IC50,1.2,nM,B,Homo sapiens,Homo sapiens
CHEMBL2028947,CC[C@H](C)[C@H](NC(=O)[C@@H](CC(O)[C@H](CC(C)C)NC(=O)[C@H](Cc1c[nH]cn1)N(C)C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)CCCOP(=O)(O)O)C(C)C)C(=O)NCc1cccc[n+]1[O-],IC50,1.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL591814,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNC(=O)N(C)C)c2cccc(Cl)c2)C1,IC50,2260.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL3545059,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC.O=C(O)/C=C/C(=O)O,IC50,2.9,nM,B,Homo sapiens,Homo sapiens
CHEMBL1271080,COCCCOc1cccc(-n2c(Oc3ccccc3)c(C(=O)N3CCNCC3)c3ccccc32)c1,IC50,763.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1271392,COc1ccc2c(C(=O)N3CCNCC3)c(Oc3cc(F)ccc3C)n(-c3ccccc3)c2c1,IC50,24.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1270278,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cc(O)ccc2n1-c1ccccc1,IC50,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL43347,CCCc1nc(-c2cccnc2)cn2c(CC(=O)NC(CC3CCCCC3)C(=O)C(F)(F)C(=O)NCC)nnc12,IC50,1.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL74875,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@@H](Cc1ccccc1)NC(=O)N1CCOCC1,IC50,14.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL75683,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N1CCC(O)CC1,IC50,0.68,nM,B,Homo sapiens,Homo sapiens
CHEMBL314065,CCC(C)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCCN)N1C(=O)CCCC(=O)N[C@@H](Cc2ccccc2)C1=O,IC50,860.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL441371,CC(C)C[C@H](NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H]1CCCN1C(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCCN1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)O)C(C)C,Ki,42000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL76458,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)N(C)C,IC50,3.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL604248,CCC(=O)NCCC[C@@](O)(c1cccc(Cl)c1)[C@@H]1CCCN(C(=O)N[C@H](CNC)CC2CCCCC2)C1,IC50,1.5,nM,B,Homo sapiens,Homo sapiens
CHEMBL592284,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@](O)(CCCNS(C)(=O)=O)c2cccc(Cl)c2)C1,IC50,177.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL591578,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(Cl)c2)C1,IC50,0.82,nM,B,Homo sapiens,Homo sapiens
CHEMBL591104,CCNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(F)c2)C1,IC50,18.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.53,nM,B,Homo sapiens,Homo sapiens
CHEMBL591342,CNC[C@H](CC1CCCCC1)NC(=O)N1CCC[C@@H]([C@@H](OCCNC(=O)OC)c2cccc(C)c2)C1,IC50,0.47,nM,B,Homo sapiens,Homo sapiens
CHEMBL566200,COc1ccc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)cc1C,IC50,93400.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910296,COCCCc1ccc(Cl)c(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c1,IC50,61.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910298,O=C([C@H]1CNCC[C@]1(O)c1ccc(F)c(F)c1)N(Cc1c[nH]c2cccc(Cl)c12)C1CC1,IC50,1.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910302,COCCCc1ccc(F)c2c(CN(C(=O)[C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)C3CC3)cn(CCCOC)c12,IC50,4.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1910304,COCCCn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)ccc(CS(C)(=O)=O)c21,IC50,0.18,nM,B,Homo sapiens,Homo sapiens
CHEMBL1909649,CON(C)C(=O)Cn1cc(CN(C(=O)[C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)C2CC2)c2c(F)cccc21,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2028991,CC(C)CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@@H](CC1CCCCC1)C(O)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,IC50,0.17,nM,B,Homo sapiens,Homo sapiens
CHEMBL3144416,CC(C)C[C@H](NC(=O)C[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,Ki,0.88,nM,B,Homo sapiens,Homo sapiens
CHEMBL1092757,NCCC(CC(=O)N(Cc1cccc(Cl)c1Cl)C1CC1)c1ccc(CCCOc2c(F)ccc(F)c2Cl)cc1,IC50,650.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2016938,O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2ccccc2Cl)c1Br,IC50,1.14,nM,B,Homo sapiens,Homo sapiens
CHEMBL193811,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2ccccc2)cc1,IC50,7000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL196348,COc1ccccc1COCCCOc1ccc(N2C(=O)CNC[C@@H]2COCc2cccc(Cl)c2)cc1,IC50,330.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL2115379,CC(C)CC[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C,Inhibition,85.0,%,B,Homo sapiens,Homo sapiens
CHEMBL2322207,COCCCCC1(CNC(=O)[C@@H]2CNC[C@H](NS(=O)(=O)c3ccc(C)cc3)C2)c2ccccc2Oc2ccccc21,IC50,4.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL310653,CSC[C@H](NC(=O)CNC(=O)N1CCC(=O)CC1)C(=O)N[C@@H](Cc1cccc(-c2ccccc2)c1)[C@@H](O)[C@@H](O)CC(C)C,IC50,110.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1639,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,IC50,0.6,nM,B,Homo sapiens,Homo sapiens
CHEMBL562605,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(C)c(OCCCOC)c1)C(C)C,IC50,8.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL330474,CSC[C@H](NC(=O)[C@@H](CC(=O)N1CCC(N)CC1)Cc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)[C@@H](O)CCc1ccccn1,IC50,0.26,nM,B,Homo sapiens,Homo sapiens
CHEMBL2204737,CC(C)CCNC(=O)[C@@H]1CNC[C@H](N2CC(=O)N(c3ccccc3Cl)CC2(C)C)C1.O=C(O)/C=C/C(=O)O,IC50,7.7,nM,B,Homo sapiens,Homo sapiens
CHEMBL2322609,COCCCOc1cc(C(=O)N(CC2CNCC2Cc2ccccc2)c2ccccc2)ccc1OC.Cl,IC50,1900.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1222884,COCCCc1ccc(Cl)c(CN(C(=O)[C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,2.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL1258395,Cc1cc(Cl)c(OCCOc2ccc(CC(CN)c3ccc(-c4cncnc4)cc3C)cc2)c(Cl)c1,IC50,614.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761522,CCNC(=O)NCCCOc1cc(CCCOC)cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)c1,IC50,0.022000000000000002,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761523,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCC(C)(C)O)c1,IC50,0.09699999999999999,nM,B,Homo sapiens,Homo sapiens
CHEMBL1761535,COCCCc1cc(CN(C(=O)[C@H]2CNCC[C@@H]2c2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)C2CC2)cc(OCCC2(C(=O)O)CCCC2)c1,IC50,0.01,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824627,Cc1c(F)cccc1Cc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824651,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2cnc(O)cc2n1C1CCCCC1,IC50,80.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL53139,CCCCNC(=O)[C@@H](CC(O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C(Cc1ccccc1)CS(=O)(=O)C(C)(C)C)C(C)C,IC50,0.4,nM,B,Homo sapiens,Homo sapiens
CHEMBL567893,COC(=O)[C@@H]1CCCN1C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)C[C@H](O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](OC(=O)[C@@H](OC(=O)[C@H](C(C)C)N(C)C)C(C)C)C(C)C)[C@@H](C)O,IC50,50000.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824626,Cc1ccc(F)cc1Oc1c(C(=O)N2CCNCC2)c2cc(O)cnc2n1-c1ccccc1,IC50,6.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL297429,CC(C)C[C@H](O)[C@H](O)[C@H](CC1CCCCC1)NC(=O)[C@H](Cc1cscn1)NC(=O)C(Cc1ccccc1)Cc1ccccc1,IC50,54.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824926,O=C(c1c(Oc2ccccc2F)n(-c2ccccc2)c2cccnc12)N1CCNCC1,IC50,513.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824936,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,1.3,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824940,Cc1ccccc1Cc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,120.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824952,CCC[C@H]1CN(C(=O)c2c(Oc3c(C)cccc3C)n(-c3ccccc3)c3cccnc23)CCN1,IC50,1180.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1825181,Cc1ccc(F)c(C)c1Oc1c(C(=O)N2CCNCC2)c2ccncc2n1-c1ccccc1,IC50,2.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1824935,Cc1cccc(C)c1Oc1c(C(=O)N2CCNCC2)c2ncccc2n1-c1ccccc1,IC50,30.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL562634,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)C[C@H](Cc1ccc(OC)c(OCCCOC)c1)C(C)C,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL557064,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(OC)c(/C=C/CCOC)c1)C(C)C,IC50,1.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL562605,CCCCNC(=O)[C@H](C)C[C@H](O)[C@@H](N)CN(C(=O)c1ccc(C)c(OCCCOC)c1)C(C)C,IC50,13.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL291240,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CC1CS(=O)(=O)c2ccccc21)C(=O)N[C@@H](CC1CCCCC1)[C@@H](O)CC(=O)NCCCC(=O)O,IC50,55.0,nM,B,Homo sapiens,Homo sapiens
CHEMBL1946051,Cc1c(F)cccc1Cc1cc2c(cc1O)c(C(=O)N1CCNCC1)c(Cc1cccc(F)c1C)n2-c1ccccc1,IC50,426.58,nM,B,Homo sapiens,Homo sapiens
